195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
195.0,394,False
200.0,394,False
200.0,394,False
196.0,394,False
196.0,394,False
200.0,394,False
199.0,394,False
198.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
124.0,388,False
196.0,393,False
195.0,394,False
200.0,394,False
193.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
196.0,394,False
197.0,394,False
196.0,394,False
199.0,394,False
200.0,394,False
349.0,355,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
198.0,394,False
199.0,394,False
349.0,355,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
192.0,394,False
198.0,394,False
195.0,394,False
179.0,392,False
200.0,394,False
195.0,394,False
199.0,394,False
199.0,394,False
199.0,394,False
199.0,394,False
199.0,394,False
